Region	Time	Type of Visa	NOM Arrivals	NOM Departures	NOM
Victoria	2011	Temporary visa - Vocational Education and Training sector	2790	2560	230
Victoria	2011	Temporary visa - Higher education sector	12500	9080	3420
Victoria	2011	Temporary visa - Student other	5650	2090	3560
Victoria	2011	Temporary visa - Temporary work skilled (subclass 457)	9090	3030	6050
Victoria	2011	Temporary visa - Visitor	10460	3560	6900
Victoria	2011	Temporary visa - Working Holiday	9720	2590	7130
Victoria	2011	Temporary visa - Other temporary visas	1980	5630	-3650
Victoria	2011	Permanent visa - Total	23960	5120	18840
Victoria	2011	Permanent visa - Family	9930	1520	8410
Victoria	2011	Permanent visa - Skill	10250	2120	8130
Victoria	2011	Permanent visa - Special Eligibility and humanitarian	2660	50	2610
Victoria	2011	Permanent visa - Other permanent visas	1130	1440	-300
Victoria	2011	New Zealand Citizen (subclass 444)	12840	3000	9840
Victoria	2011	Australian Citizen	18890	20480	-1590
Victoria	2011	Other Visas	1640	2060	-420
Victoria	2012	Total 	116120	60390	55730
Victoria	2012	Temporary visa - Total	57690	29390	28300
Victoria	2012	Temporary visa - Vocational Education and Training sector	2260	1800	460
Victoria	2012	Temporary visa - Higher education sector	15050	8710	6340
Victoria	2012	Temporary visa - Student other	5890	2120	3770
Victoria	2012	Temporary visa - Temporary work skilled (subclass 457)	8880	3810	5080
Victoria	2012	Temporary visa - Visitor	12290	3560	8730
Victoria	2012	Temporary visa - Working Holiday	11050	3370	7680
Victoria	2012	Temporary visa - Other temporary visas	2250	6010	-3760
Victoria	2012	Permanent visa - Total	23900	5070	18830
Victoria	2012	Permanent visa - Family	9900	1440	8470
Victoria	2012	Permanent visa - Skill	10900	2110	8800
Victoria	2012	Permanent visa - Special Eligibility and humanitarian	1840	40	1800
Victoria	2012	Permanent visa - Other permanent visas	1260	1490	-230
Victoria	2012	New Zealand Citizen (subclass 444)	13280	3590	9700
Victoria	2012	Australian Citizen	19460	20450	-980
Victoria	2012	Other Visas	1790	1900	-110
Victoria	2013	Total 	122920	65790	57130
Victoria	2013	Temporary visa - Total	64450	32230	32220
Victoria	2013	Temporary visa - Vocational Education and Training sector	2140	1730	410
Victoria	2013	Temporary visa - Higher education sector	21490	7830	13670
Victoria	2013	Temporary visa - Student other	6460	2280	4190
Victoria	2013	Temporary visa - Temporary work skilled (subclass 457)	7490	4560	2940
Victoria	2013	Temporary visa - Visitor	13000	4260	8740
Victoria	2013	Temporary visa - Working Holiday	11840	4540	7300
Victoria	2013	Temporary visa - Other temporary visas	2030	7040	-5010
Victoria	2013	Permanent visa - Total	27250	5190	22070
Victoria	2013	Permanent visa - Family	10870	1540	9340
Victoria	2013	Permanent visa - Skill	11020	2100	8910
Victoria	2013	Permanent visa - Special Eligibility and humanitarian	3830	30	3800
Victoria	2013	Permanent visa - Other permanent visas	1530	1510	20
Victoria	2013	New Zealand Citizen (subclass 444)	11340	4490	6850
Victoria	2013	Australian Citizen	19020	21950	-2930
Victoria	2013	Other Visas	850	1930	-1080
Queensland	2004	Total 	67110	41170	25930
Queensland	2004	Temporary visa - Total	24950	10940	14010
Queensland	2004	Temporary visa - Vocational Education and Training sector	900	430	480
Queensland	2004	Temporary visa - Higher education sector	4600	1570	3030
Queensland	2004	Temporary visa - Student other	5970	1870	4100
Queensland	2004	Temporary visa - Temporary work skilled (subclass 457)	1970	700	1280
Queensland	2004	Temporary visa - Visitor	7650	4200	3450
Queensland	2004	Temporary visa - Working Holiday	1980	650	1330
Queensland	2004	Temporary visa - Other temporary visas	1880	1530	340
Queensland	2004	Permanent visa - Total	10790	2530	8260
Queensland	2004	Permanent visa - Family	3710	740	2970
Queensland	2004	Permanent visa - Skill	5160	860	4300
Queensland	2004	Permanent visa - Special Eligibility and humanitarian	1230	10	1220
Queensland	2004	Permanent visa - Other permanent visas	690	920	-220
Queensland	2004	New Zealand Citizen (subclass 444)	13400	5930	7470
Queensland	2004	Australian Citizen	14170	18730	-4550
Queensland	2004	Other Visas	3800	3050	750
Queensland	2005	Total 	70280	40480	29800
Queensland	2005	Temporary visa - Total	24290	10990	13300
Queensland	2005	Temporary visa - Vocational Education and Training sector	800	490	310
Queensland	2005	Temporary visa - Higher education sector	5550	2570	2980
Queensland	2005	Temporary visa - Student other	3520	1690	1830
Queensland	2005	Temporary visa - Temporary work skilled (subclass 457)	3530	840	2690
Queensland	2005	Temporary visa - Visitor	6410	3220	3200
Queensland	2005	Temporary visa - Working Holiday	2710	680	2030
Queensland	2005	Temporary visa - Other temporary visas	1770	1500	270
Queensland	2005	Permanent visa - Total	11580	2230	9350
Queensland	2005	Permanent visa - Family	3750	670	3090
Queensland	2005	Permanent visa - Skill	5620	800	4820
Queensland	2005	Permanent visa - Special Eligibility and humanitarian	1590	10	1580
Queensland	2005	Permanent visa - Other permanent visas	620	750	-130
Queensland	2005	New Zealand Citizen (subclass 444)	14890	5160	9730
Queensland	2005	Australian Citizen	14580	17390	-2800
Queensland	2005	Other Visas	4940	4710	230
Queensland	2006	Total 	78060	39670	38390
Queensland	2006	Temporary visa - Total	29510	11530	17970
Queensland	2006	Temporary visa - Vocational Education and Training sector	1070	400	670
Queensland	2006	Temporary visa - Higher education sector	5740	3070	2670
Queensland	2006	Temporary visa - Student other	4100	1320	2780
Queensland	2006	Temporary visa - Temporary work skilled (subclass 457)	6770	1070	5700
Queensland	2006	Temporary visa - Visitor	6660	3280	3380
Queensland	2006	Temporary visa - Working Holiday	3870	840	3030
Queensland	2006	Temporary visa - Other temporary visas	1300	1550	-240
Queensland	2006	Permanent visa - Total	12690	2170	10530
Queensland	2006	Permanent visa - Family	4150	760	3390
Queensland	2006	Permanent visa - Skill	6530	740	5800
Queensland	2006	Permanent visa - Special Eligibility and humanitarian	1430	10	1420
Queensland	2006	Permanent visa - Other permanent visas	580	660	-80
Queensland	2006	New Zealand Citizen (subclass 444)	15990	4880	11110
Queensland	2006	Australian Citizen	15870	17040	-1170
Queensland	2006	Other Visas	4000	4050	-50
Queensland	2007	Total 	91950	44270	47680
Queensland	2007	Temporary visa - Total	36910	12060	24850
Queensland	2007	Temporary visa - Vocational Education and Training sector	2220	490	1720
Queensland	2007	Temporary visa - Higher education sector	8250	2970	5270
Queensland	2007	Temporary visa - Student other	4630	1380	3250
Queensland	2007	Temporary visa - Temporary work skilled (subclass 457)	8070	1420	6650
Queensland	2007	Temporary visa - Visitor	7090	2560	4530
Queensland	2007	Temporary visa - Working Holiday	5500	1600	3900
Queensland	2007	Temporary visa - Other temporary visas	1170	1640	-470
Queensland	2007	Permanent visa - Total	13440	2400	11040
Queensland	2007	Permanent visa - Family	4260	790	3470
Queensland	2007	Permanent visa - Skill	7250	920	6320
Queensland	2007	Permanent visa - Special Eligibility and humanitarian	1320	10	1310
Queensland	2007	Permanent visa - Other permanent visas	610	680	-70
Queensland	2007	New Zealand Citizen (subclass 444)	20320	5000	15320
Queensland	2007	Australian Citizen	15240	18070	-2830
Queensland	2007	Other Visas	6050	6730	-680
Queensland	2008	Total 	106900	44060	62840
Queensland	2008	Temporary visa - Total	50700	15670	35030
Queensland	2008	Temporary visa - Vocational Education and Training sector	4470	610	3860
Queensland	2008	Temporary visa - Higher education sector	12370	3050	9330
Queensland	2008	Temporary visa - Student other	5080	1420	3660
Queensland	2008	Temporary visa - Temporary work skilled (subclass 457)	10550	1700	8860
Queensland	2008	Temporary visa - Visitor	9240	4210	5030
Queensland	2008	Temporary visa - Working Holiday	7760	2580	5180
Queensland	2008	Temporary visa - Other temporary visas	1230	2110	-880
Queensland	2008	Permanent visa - Total	14260	2470	11790
Queensland	2008	Permanent visa - Family	4560	790	3770
Queensland	2008	Permanent visa - Skill	8150	980	7180
Queensland	2008	Permanent visa - Special Eligibility and humanitarian	880	20	870
Queensland	2008	Permanent visa - Other permanent visas	670	690	-20
Queensland	2008	New Zealand Citizen (subclass 444)	22530	5790	16740
Queensland	2008	Australian Citizen	15820	16610	-790
Queensland	2008	Other Visas	3590	3510	70
Queensland	2009	Total 	94200	46880	47330
Queensland	2009	Temporary visa - Total	45510	18590	26920
Queensland	2009	Temporary visa - Vocational Education and Training sector	8090	990	7090
Queensland	2009	Temporary visa - Higher education sector	9520	3850	5670
Queensland	2009	Temporary visa - Student other	5140	1500	3640
Queensland	2009	Temporary visa - Temporary work skilled (subclass 457)	6450	2430	4010
Queensland	2009	Temporary visa - Visitor	7160	3390	3780
Queensland	2009	Temporary visa - Working Holiday	8080	3840	4240
Queensland	2009	Temporary visa - Other temporary visas	1080	2590	-1510
Queensland	2009	Permanent visa - Total	13060	2710	10350
Queensland	2009	Permanent visa - Family	4990	810	4180
Queensland	2009	Permanent visa - Skill	6000	1240	4760
Queensland	2009	Permanent visa - Special Eligibility and humanitarian	1410	20	1390
Queensland	2009	Permanent visa - Other permanent visas	670	640	20
Queensland	2009	New Zealand Citizen (subclass 444)	14750	6440	8320
Queensland	2009	Australian Citizen	16090	15280	810
Queensland	2009	Other Visas	4790	3870	920
Queensland	2010	Total 	82310	50640	31670
Queensland	2010	Temporary visa - Total	36560	21940	14620
Queensland	2010	Temporary visa - Vocational Education and Training sector	1730	1910	-170
Queensland	2010	Temporary visa - Higher education sector	8100	5160	2940
Queensland	2010	Temporary visa - Student other	4160	1630	2540
Queensland	2010	Temporary visa - Temporary work skilled (subclass 457)	5050	2210	2840
Queensland	2010	Temporary visa - Visitor	7710	2960	4750
Queensland	2010	Temporary visa - Working Holiday	8490	4870	3620
Queensland	2010	Temporary visa - Other temporary visas	1310	3200	-1890
Queensland	2010	Permanent visa - Total	11390	2990	8400
Queensland	2010	Permanent visa - Family	4410	990	3430
Queensland	2010	Permanent visa - Skill	4890	1310	3580
Queensland	2010	Permanent visa - Special Eligibility and humanitarian	1400	10	1390
Queensland	2010	Permanent visa - Other permanent visas	680	690	0
Queensland	2010	New Zealand Citizen (subclass 444)	16010	6730	9280
Queensland	2010	Australian Citizen	15380	16070	-690
Queensland	2010	Other Visas	2980	2910	70
Queensland	2011	Total 	90460	50140	40310
Queensland	2011	Temporary visa - Total	38680	22200	16480
Queensland	2011	Temporary visa - Vocational Education and Training sector	1290	1840	-540
Queensland	2011	Temporary visa - Higher education sector	6910	5690	1220
Queensland	2011	Temporary visa - Student other	3750	1630	2120
Queensland	2011	Temporary visa - Temporary work skilled (subclass 457)	7430	1750	5680
Queensland	2011	Temporary visa - Visitor	7630	2960	4670
Queensland	2011	Temporary visa - Working Holiday	10110	4200	5910
Queensland	2011	Temporary visa - Other temporary visas	1560	4130	-2570
Queensland	2011	Permanent visa - Total	11090	2980	8110
Queensland	2011	Permanent visa - Family	4520	1030	3490
Queensland	2011	Permanent visa - Skill	4600	1190	3410
Queensland	2011	Permanent visa - Special Eligibility and humanitarian	1340	10	1330
Queensland	2011	Permanent visa - Other permanent visas	630	750	-110
Queensland	2011	New Zealand Citizen (subclass 444)	21280	5790	15490
Queensland	2011	Australian Citizen	15170	15760	-580
Queensland	2011	Other Visas	4240	3420	820
Queensland	2012	Total 	95180	51560	43620
Queensland	2012	Temporary visa - Total	44430	22490	21940
Queensland	2012	Temporary visa - Vocational Education and Training sector	1270	1350	-70
Queensland	2012	Temporary visa - Higher education sector	7060	5370	1690
Queensland	2012	Temporary visa - Student other	4230	1770	2460
Queensland	2012	Temporary visa - Temporary work skilled (subclass 457)	9370	2540	6830
Queensland	2012	Temporary visa - Visitor	8410	3210	5200
Queensland	2012	Temporary visa - Working Holiday	12720	4810	7920
Queensland	2012	Temporary visa - Other temporary visas	1370	3450	-2070
Queensland	2012	Permanent visa - Total	10860	2990	7870
Queensland	2012	Permanent visa - Family	4590	940	3650
Queensland	2012	Permanent visa - Skill	4670	1180	3490
Queensland	2012	Permanent visa - Special Eligibility and humanitarian	930	20	910
Queensland	2012	Permanent visa - Other permanent visas	680	860	-170
Queensland	2012	New Zealand Citizen (subclass 444)	20560	6620	13950
Queensland	2012	Australian Citizen	15150	15590	-430
Queensland	2012	Other Visas	4170	3870	300
Queensland	2013	Total 	91860	58010	33850
Queensland	2013	Temporary visa - Total	46050	25350	20700
Queensland	2013	Temporary visa - Vocational Education and Training sector	1190	1320	-120
Queensland	2013	Temporary visa - Higher education sector	10580	5020	5560
Queensland	2013	Temporary visa - Student other	4930	1930	3010
Queensland	2013	Temporary visa - Temporary work skilled (subclass 457)	6290	3770	2520
Queensland	2013	Temporary visa - Visitor	7960	3410	4540
Queensland	2013	Temporary visa - Working Holiday	13620	5920	7700
Queensland	2013	Temporary visa - Other temporary visas	1480	3990	-2510
Queensland	2013	Permanent visa - Total	11740	3120	8620
Queensland	2013	Permanent visa - Family	4870	990	3890
Queensland	2013	Permanent visa - Skill	3970	1210	2750
Queensland	2013	Permanent visa - Special Eligibility and humanitarian	2130	20	2120
Queensland	2013	Permanent visa - Other permanent visas	770	900	-130
Queensland	2013	New Zealand Citizen (subclass 444)	15220	8500	6710
Queensland	2013	Australian Citizen	15380	17080	-1690
Queensland	2013	Other Visas	3480	3960	-480
South Australia	2004	Total 	16290	8900	7390
South Australia	2004	Temporary visa - Total	7510	2480	5030
South Australia	2004	Temporary visa - Vocational Education and Training sector	240	110	130
South Australia	2004	Temporary visa - Higher education sector	2060	410	1650
South Australia	2004	Temporary visa - Student other	2410	560	1860
South Australia	2004	Temporary visa - Temporary work skilled (subclass 457)	680	230	450
South Australia	2004	Temporary visa - Visitor	1290	610	680
South Australia	2004	Temporary visa - Working Holiday	230	60	170
South Australia	2004	Temporary visa - Other temporary visas	600	500	90
South Australia	2004	Permanent visa - Total	4160	650	3510
South Australia	2004	Permanent visa - Family	1250	170	1080
South Australia	2004	Permanent visa - Skill	1750	200	1560
South Australia	2004	Permanent visa - Special Eligibility and humanitarian	1000	10	990
South Australia	2004	Permanent visa - Other permanent visas	160	280	-120
South Australia	2004	New Zealand Citizen (subclass 444)	700	390	300
South Australia	2004	Australian Citizen	3510	4980	-1460
South Australia	2004	Other Visas	420	400	20
South Australia	2005	Total 	19000	8480	10520
South Australia	2005	Temporary visa - Total	7650	2610	5040
South Australia	2005	Temporary visa - Vocational Education and Training sector	230	110	120
South Australia	2005	Temporary visa - Higher education sector	2990	680	2310
South Australia	2005	Temporary visa - Student other	1290	600	700
South Australia	2005	Temporary visa - Temporary work skilled (subclass 457)	1040	210	840
South Australia	2005	Temporary visa - Visitor	1220	420	800
South Australia	2005	Temporary visa - Working Holiday	280	50	220
South Australia	2005	Temporary visa - Other temporary visas	600	540	70
South Australia	2005	Permanent visa - Total	6400	630	5770
South Australia	2005	Permanent visa - Family	1340	170	1170
South Australia	2005	Permanent visa - Skill	3820	240	3580
South Australia	2005	Permanent visa - Special Eligibility and humanitarian	1080	20	1060
South Australia	2005	Permanent visa - Other permanent visas	150	200	-40
South Australia	2005	New Zealand Citizen (subclass 444)	750	330	420
South Australia	2005	Australian Citizen	3750	4380	-630
South Australia	2005	Other Visas	460	530	-70
South Australia	2006	Total 	22320	8900	13420
South Australia	2006	Temporary visa - Total	9180	2890	6290
South Australia	2006	Temporary visa - Vocational Education and Training sector	300	90	220
South Australia	2006	Temporary visa - Higher education sector	3390	880	2520
South Australia	2006	Temporary visa - Student other	1570	640	930
South Australia	2006	Temporary visa - Temporary work skilled (subclass 457)	1650	240	1400
South Australia	2006	Temporary visa - Visitor	1350	450	900
South Australia	2006	Temporary visa - Working Holiday	400	70	330
South Australia	2006	Temporary visa - Other temporary visas	510	530	-10
South Australia	2006	Permanent visa - Total	7930	670	7270
South Australia	2006	Permanent visa - Family	1450	160	1290
South Australia	2006	Permanent visa - Skill	5020	300	4720
South Australia	2006	Permanent visa - Special Eligibility and humanitarian	1300	10	1300
South Australia	2006	Permanent visa - Other permanent visas	160	210	-40
South Australia	2006	New Zealand Citizen (subclass 444)	750	330	410
South Australia	2006	Australian Citizen	3970	4280	-300
South Australia	2006	Other Visas	490	730	-230
South Australia	2007	Total 	23490	9660	13830
South Australia	2007	Temporary visa - Total	10580	3040	7540
South Australia	2007	Temporary visa - Vocational Education and Training sector	460	90	370
South Australia	2007	Temporary visa - Higher education sector	3910	920	3000
South Australia	2007	Temporary visa - Student other	1890	600	1290
South Australia	2007	Temporary visa - Temporary work skilled (subclass 457)	1880	290	1590
South Australia	2007	Temporary visa - Visitor	1380	450	930
South Australia	2007	Temporary visa - Working Holiday	530	130	410
South Australia	2007	Temporary visa - Other temporary visas	520	570	-40
South Australia	2007	Permanent visa - Total	7670	810	6860
South Australia	2007	Permanent visa - Family	1600	170	1430
South Australia	2007	Permanent visa - Skill	4980	450	4530
South Australia	2007	Permanent visa - Special Eligibility and humanitarian	940	10	930
South Australia	2007	Permanent visa - Other permanent visas	150	190	-40
South Australia	2007	New Zealand Citizen (subclass 444)	860	340	520
South Australia	2007	Australian Citizen	3780	4740	-950
South Australia	2007	Other Visas	600	730	-130
South Australia	2008	Total 	27160	9540	17620
South Australia	2008	Temporary visa - Total	13570	3730	9840
South Australia	2008	Temporary visa - Vocational Education and Training sector	1520	120	1400
South Australia	2008	Temporary visa - Higher education sector	5570	930	4640
South Australia	2008	Temporary visa - Student other	1720	840	880
South Australia	2008	Temporary visa - Temporary work skilled (subclass 457)	1960	380	1580
South Australia	2008	Temporary visa - Visitor	1690	620	1070
South Australia	2008	Temporary visa - Working Holiday	620	160	450
South Australia	2008	Temporary visa - Other temporary visas	490	680	-190
South Australia	2008	Permanent visa - Total	8090	820	7270
South Australia	2008	Permanent visa - Family	1660	170	1500
South Australia	2008	Permanent visa - Skill	5420	450	4980
South Australia	2008	Permanent visa - Special Eligibility and humanitarian	840	10	830
South Australia	2008	Permanent visa - Other permanent visas	160	200	-40
South Australia	2008	New Zealand Citizen (subclass 444)	1030	360	670
South Australia	2008	Australian Citizen	4120	4180	-60
South Australia	2008	Other Visas	360	460	-90
South Australia	2009	Total 	26810	9630	17170
South Australia	2009	Temporary visa - Total	12950	4210	8740
South Australia	2009	Temporary visa - Vocational Education and Training sector	2650	200	2450
South Australia	2009	Temporary visa - Higher education sector	4650	1240	3410
South Australia	2009	Temporary visa - Student other	1630	740	890
South Australia	2009	Temporary visa - Temporary work skilled (subclass 457)	1650	490	1160
South Australia	2009	Temporary visa - Visitor	1400	510	880
South Australia	2009	Temporary visa - Working Holiday	700	280	430
South Australia	2009	Temporary visa - Other temporary visas	280	750	-470
South Australia	2009	Permanent visa - Total	8430	990	7440
South Australia	2009	Permanent visa - Family	1730	230	1500
South Australia	2009	Permanent visa - Skill	5440	570	4870
South Australia	2009	Permanent visa - Special Eligibility and humanitarian	1100	10	1090
South Australia	2009	Permanent visa - Other permanent visas	150	180	-20
South Australia	2009	New Zealand Citizen (subclass 444)	750	320	430
South Australia	2009	Australian Citizen	4260	3560	700
South Australia	2009	Other Visas	430	560	-130
South Australia	2010	Total 	21910	11010	10890
South Australia	2010	Temporary visa - Total	9550	5100	4450
South Australia	2010	Temporary visa - Vocational Education and Training sector	550	430	120
South Australia	2010	Temporary visa - Higher education sector	3550	1780	1770
South Australia	2010	Temporary visa - Student other	1480	650	830
South Australia	2010	Temporary visa - Temporary work skilled (subclass 457)	1360	460	910
South Australia	2010	Temporary visa - Visitor	1550	580	970
South Australia	2010	Temporary visa - Working Holiday	730	430	300
South Australia	2010	Temporary visa - Other temporary visas	330	770	-440
South Australia	2010	Permanent visa - Total	7490	1080	6410
South Australia	2010	Permanent visa - Family	1740	200	1540
South Australia	2010	Permanent visa - Skill	4550	650	3900
South Australia	2010	Permanent visa - Special Eligibility and humanitarian	1070	10	1060
South Australia	2010	Permanent visa - Other permanent visas	140	230	-90
South Australia	2010	New Zealand Citizen (subclass 444)	940	410	530
South Australia	2010	Australian Citizen	3610	4010	-390
South Australia	2010	Other Visas	310	420	-100
South Australia	2011	Total 	20820	10770	10040
South Australia	2011	Temporary visa - Total	9120	5380	3750
South Australia	2011	Temporary visa - Vocational Education and Training sector	410	440	-20
South Australia	2011	Temporary visa - Higher education sector	2870	1890	980
South Australia	2011	Temporary visa - Student other	1380	670	710
South Australia	2011	Temporary visa - Temporary work skilled (subclass 457)	1440	430	1010
South Australia	2011	Temporary visa - Visitor	1680	620	1060
South Australia	2011	Temporary visa - Working Holiday	1050	470	590
South Australia	2011	Temporary visa - Other temporary visas	290	870	-570
South Australia	2011	Permanent visa - Total	6760	1120	5650
South Australia	2011	Permanent visa - Family	1740	240	1490
South Australia	2011	Permanent visa - Skill	3650	660	3000
South Australia	2011	Permanent visa - Special Eligibility and humanitarian	1200	10	1200
South Australia	2011	Permanent visa - Other permanent visas	170	210	-40
South Australia	2011	New Zealand Citizen (subclass 444)	1040	300	740
South Australia	2011	Australian Citizen	3550	3650	-90
South Australia	2011	Other Visas	350	340	10
South Australia	2012	Total 	22370	11460	10920
South Australia	2012	Temporary visa - Total	9990	5790	4200
South Australia	2012	Temporary visa - Vocational Education and Training sector	400	280	120
South Australia	2012	Temporary visa - Higher education sector	2910	1880	1030
South Australia	2012	Temporary visa - Student other	1450	790	670
South Australia	2012	Temporary visa - Temporary work skilled (subclass 457)	1690	470	1220
South Australia	2012	Temporary visa - Visitor	1740	680	1060
South Australia	2012	Temporary visa - Working Holiday	1400	660	750
South Australia	2012	Temporary visa - Other temporary visas	400	1030	-630
South Australia	2012	Permanent visa - Total	7340	1000	6340
South Australia	2012	Permanent visa - Family	1850	220	1640
South Australia	2012	Permanent visa - Skill	4740	570	4170
South Australia	2012	Permanent visa - Special Eligibility and humanitarian	560	10	560
South Australia	2012	Permanent visa - Other permanent visas	190	210	-20
South Australia	2012	New Zealand Citizen (subclass 444)	1090	410	680
South Australia	2012	Australian Citizen	3720	3870	-140
South Australia	2012	Other Visas	230	380	-150
South Australia	2013	Total 	23380	12050	11340
South Australia	2013	Temporary visa - Total	11230	6190	5040
South Australia	2013	Temporary visa - Vocational Education and Training sector	350	310	40
South Australia	2013	Temporary visa - Higher education sector	3770	1820	1950
South Australia	2013	Temporary visa - Student other	1710	890	830
South Australia	2013	Temporary visa - Temporary work skilled (subclass 457)	1640	580	1060
South Australia	2013	Temporary visa - Visitor	1800	690	1120
South Australia	2013	Temporary visa - Working Holiday	1580	890	690
South Australia	2013	Temporary visa - Other temporary visas	370	1010	-640
South Australia	2013	Permanent visa - Total	7380	1020	6370
South Australia	2013	Permanent visa - Family	2190	220	1970
South Australia	2013	Permanent visa - Skill	3810	530	3280
South Australia	2013	Permanent visa - Special Eligibility and humanitarian	1170	20	1160
South Australia	2013	Permanent visa - Other permanent visas	210	250	-40
South Australia	2013	New Zealand Citizen (subclass 444)	800	530	270
South Australia	2013	Australian Citizen	3650	3880	-220
South Australia	2013	Other Visas	320	440	-110
Western Australia	2004	Total 	39840	22950	16890
Western Australia	2004	Temporary visa - Total	16610	6830	9780
Western Australia	2004	Temporary visa - Vocational Education and Training sector	840	280	560
Western Australia	2004	Temporary visa - Higher education sector	3660	1110	2550
Western Australia	2004	Temporary visa - Student other	2610	710	1900
Western Australia	2004	Temporary visa - Temporary work skilled (subclass 457)	2260	720	1540
Western Australia	2004	Temporary visa - Visitor	4380	2690	1690
Western Australia	2004	Temporary visa - Working Holiday	1320	360	960
Western Australia	2004	Temporary visa - Other temporary visas	1540	960	580
Western Australia	2004	Permanent visa - Total	10880	2230	8660
Western Australia	2004	Permanent visa - Family	2710	380	2330
Western Australia	2004	Permanent visa - Skill	6070	910	5160
Western Australia	2004	Permanent visa - Special Eligibility and humanitarian	1520	20	1500
Western Australia	2004	Permanent visa - Other permanent visas	590	920	-320
Western Australia	2004	New Zealand Citizen (subclass 444)	3100	1500	1600
Western Australia	2004	Australian Citizen	7690	10580	-2880
Western Australia	2004	Other Visas	1560	1810	-250
Western Australia	2005	Total 	44160	21580	22570
Western Australia	2005	Temporary visa - Total	18090	6480	11610
Western Australia	2005	Temporary visa - Vocational Education and Training sector	670	350	320
Western Australia	2005	Temporary visa - Higher education sector	3330	1540	1790
Western Australia	2005	Temporary visa - Student other	1640	740	900
Western Australia	2005	Temporary visa - Temporary work skilled (subclass 457)	4480	760	3710
Western Australia	2005	Temporary visa - Visitor	4820	1790	3030
Western Australia	2005	Temporary visa - Working Holiday	1610	350	1260
Western Australia	2005	Temporary visa - Other temporary visas	1560	950	610
Western Australia	2005	Permanent visa - Total	12050	1930	10110
Western Australia	2005	Permanent visa - Family	2800	400	2400
Western Australia	2005	Permanent visa - Skill	7070	760	6310
Western Australia	2005	Permanent visa - Special Eligibility and humanitarian	1560	20	1550
Western Australia	2005	Permanent visa - Other permanent visas	610	760	-140
Western Australia	2005	New Zealand Citizen (subclass 444)	3830	1360	2460
Western Australia	2005	Australian Citizen	8530	9530	-1000
Western Australia	2005	Other Visas	1670	2280	-600
Western Australia	2006	Total 	49990	21920	28070
Western Australia	2006	Temporary visa - Total	21770	6350	15420
Western Australia	2006	Temporary visa - Vocational Education and Training sector	990	290	700
Western Australia	2006	Temporary visa - Higher education sector	3490	1650	1840
Western Australia	2006	Temporary visa - Student other	1820	600	1230
Western Australia	2006	Temporary visa - Temporary work skilled (subclass 457)	7220	890	6340
Western Australia	2006	Temporary visa - Visitor	4830	1470	3360
Western Australia	2006	Temporary visa - Working Holiday	2070	430	1640
Western Australia	2006	Temporary visa - Other temporary visas	1350	1030	320
Western Australia	2006	Permanent visa - Total	13570	1900	11670
Western Australia	2006	Permanent visa - Family	3030	420	2610
Western Australia	2006	Permanent visa - Skill	8470	790	7680
Western Australia	2006	Permanent visa - Special Eligibility and humanitarian	1500	10	1490
Western Australia	2006	Permanent visa - Other permanent visas	580	690	-110
Western Australia	2006	New Zealand Citizen (subclass 444)	4430	1460	2960
Western Australia	2006	Australian Citizen	8480	9580	-1090
Western Australia	2006	Other Visas	1730	2620	-890
Western Australia	2007	Total 	58170	23740	34430
Western Australia	2007	Temporary visa - Total	28040	7270	20770
Western Australia	2007	Temporary visa - Vocational Education and Training sector	1560	310	1250
Western Australia	2007	Temporary visa - Higher education sector	4780	1380	3410
Western Australia	2007	Temporary visa - Student other	2100	550	1550
Western Australia	2007	Temporary visa - Temporary work skilled (subclass 457)	9380	1240	8140
Western Australia	2007	Temporary visa - Visitor	5820	1480	4350
Western Australia	2007	Temporary visa - Working Holiday	3280	1060	2220
Western Australia	2007	Temporary visa - Other temporary visas	1110	1250	-130
Western Australia	2007	Permanent visa - Total	14590	1970	12630
Western Australia	2007	Permanent visa - Family	3230	480	2760
Western Australia	2007	Permanent visa - Skill	9140	850	8280
Western Australia	2007	Permanent visa - Special Eligibility and humanitarian	1620	10	1610
Western Australia	2007	Permanent visa - Other permanent visas	610	630	-20
Western Australia	2007	New Zealand Citizen (subclass 444)	5860	1610	4250
Western Australia	2007	Australian Citizen	8230	10240	-2010
Western Australia	2007	Other Visas	1450	2660	-1200
Western Australia	2008	Total 	72850	24660	48190
Western Australia	2008	Temporary visa - Total	38470	10150	28320
Western Australia	2008	Temporary visa - Vocational Education and Training sector	2670	380	2290
Western Australia	2008	Temporary visa - Higher education sector	7080	1320	5750
Western Australia	2008	Temporary visa - Student other	2500	590	1910
Western Australia	2008	Temporary visa - Temporary work skilled (subclass 457)	13360	1900	11470
Western Australia	2008	Temporary visa - Visitor	6810	2680	4130
Western Australia	2008	Temporary visa - Working Holiday	5010	1760	3250
Western Australia	2008	Temporary visa - Other temporary visas	1040	1510	-470
Western Australia	2008	Permanent visa - Total	15110	2010	13100
Western Australia	2008	Permanent visa - Family	3530	500	3040
Western Australia	2008	Permanent visa - Skill	9470	860	8610
Western Australia	2008	Permanent visa - Special Eligibility and humanitarian	1470	10	1460
Western Australia	2008	Permanent visa - Other permanent visas	640	650	0
Western Australia	2008	New Zealand Citizen (subclass 444)	8780	1680	7100
Western Australia	2008	Australian Citizen	9030	9010	20
Western Australia	2008	Other Visas	1460	1810	-350
Western Australia	2009	Total 	60960	28120	32840
